
Data Report
2017-09-07 14:24:15
Location, 1, W15095

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),BV(V),PM,Status
2017-08-23 23:00:00,+000014,+000019,+16.6,00.0,000,+021.2,036,689,+030.4,016,12.5,0,00000
2017-08-24 00:00:00,+000023,+000026,+16.6,00.0,000,+021.3,038,689,+030.2,017,12.5,0,00000
2017-08-24 01:00:00,+000024,+000025,+16.7,00.0,000,+020.4,040,689,+029.7,017,12.5,0,00000
2017-08-24 02:00:00,+000023,+000025,+16.6,00.0,000,+021.0,041,689,+029.7,018,12.5,0,00000
2017-08-24 03:00:00,+000021,+000023,+16.6,00.0,000,+020.8,048,689,+029.7,021,12.5,0,00000
2017-08-24 04:00:00,+000023,+000030,+16.6,00.0,000,+019.7,053,689,+029.0,022,12.5,0,00000
2017-08-24 05:00:00,+000027,+000025,+16.6,00.0,000,+018.2,065,689,+027.8,026,12.5,0,00000
2017-08-24 06:00:00,+000023,+000020,+16.6,00.0,000,+018.3,065,689,+026.9,028,12.5,0,00000
2017-08-24 07:00:00,+000020,+000027,+16.6,00.0,000,+018.6,066,689,+026.8,029,12.5,0,00000
2017-08-24 08:00:00,+000021,+000018,+16.6,00.0,000,+018.0,070,690,+027.0,030,12.5,0,00000
2017-08-24 09:00:00,+000013,+000004,+16.6,00.0,000,+019.5,062,690,+028.4,027,12.5,0,00000
2017-08-24 10:00:00,+000000,+000000,+16.7,00.0,000,+020.3,056,690,+029.2,025,12.5,0,00000
2017-08-24 11:00:00,-000001,-000001,+16.6,00.0,000,+021.3,051,690,+030.1,023,12.5,0,00000
2017-08-24 12:00:00,+000007,+000009,+16.7,00.0,000,+021.4,049,690,+030.6,022,12.5,0,00000
2017-08-24 13:00:00,-000000,-000003,+16.6,00.0,000,+023.4,040,689,+032.2,019,12.5,0,00000
2017-08-24 14:00:00,+000000,-000001,+16.6,00.0,000,+023.5,036,689,+032.3,016,12.5,0,00000
2017-08-24 15:00:00,-000001,+000004,+16.7,00.0,000,+024.5,033,689,+033.1,015,12.5,0,00000
2017-08-24 16:00:00,+000010,+000008,+16.6,00.0,000,+024.9,032,689,+033.7,015,12.5,0,00000
2017-08-24 17:00:00,+000010,+000016,+16.6,00.0,000,+024.9,032,688,+033.8,015,12.5,0,00000
2017-08-24 18:00:00,+000010,+000004,+16.6,00.0,000,+024.5,031,688,+033.2,014,12.5,0,00000
2017-08-24 19:00:00,+000002,+000001,+16.7,00.0,000,+023.7,031,688,+032.3,014,12.5,0,00000
2017-08-24 20:00:00,+000001,+000001,+16.7,00.0,000,+021.9,033,688,+030.5,015,12.5,0,00000
2017-08-24 21:00:00,+000001,+000012,+16.7,00.0,000,+020.0,032,689,+028.6,015,12.5,0,00000
2017-08-24 22:00:00,+000020,+000025,+16.7,00.0,000,+018.3,029,689,+026.8,013,12.5,0,00000
2017-08-24 23:00:00,+000031,+000039,+16.6,00.0,000,+016.7,030,690,+025.3,014,12.5,0,00000
2017-08-25 00:00:00,+000040,+000049,+16.6,00.0,000,+015.0,035,690,+023.9,016,12.5,0,00000
2017-08-25 01:00:00,+000042,+000045,+16.6,00.0,000,+014.7,041,690,+022.8,019,12.5,0,00000
2017-08-25 02:00:00,+000043,+000040,+16.6,00.0,000,+012.8,046,690,+021.7,020,12.4,0,00000
2017-08-25 03:00:00,+000028,+000025,+16.6,00.0,000,+013.7,042,690,+021.1,020,12.4,0,00000
2017-08-25 04:00:00,+000027,+000030,+16.6,00.0,000,+012.4,046,691,+020.8,020,12.4,0,00000
2017-08-25 05:00:00,+000029,+000032,+16.6,00.0,000,+010.8,050,691,+019.4,022,12.4,0,00000
2017-08-25 06:00:00,+000030,+000031,+16.6,00.0,000,+009.6,054,691,+018.3,023,12.4,0,00000
2017-08-25 07:00:00,+000027,+000026,+16.6,00.0,000,+009.7,055,691,+018.0,025,12.4,0,00000
2017-08-25 08:00:00,+000025,+000034,+16.6,00.0,000,+012.5,048,692,+020.2,023,12.4,0,00000
2017-08-25 09:00:00,+000035,+000040,+16.6,00.0,000,+015.9,041,692,+025.0,019,12.5,0,00000
2017-08-25 10:00:00,+000029,+000020,+16.6,00.0,000,+017.6,036,692,+027.5,016,12.5,0,00000
2017-08-25 11:00:00,+000019,+000023,+16.6,00.0,000,+019.7,030,692,+030.0,013,12.5,0,00000
2017-08-25 12:00:00,+000021,+000020,+16.6,00.0,000,+020.7,027,692,+031.8,011,12.5,0,00000
2017-08-25 13:00:00,+000015,+000011,+16.6,00.0,000,+022.3,025,692,+033.0,011,12.5,0,00000
2017-08-25 14:00:00,+000012,+000013,+16.6,00.0,000,+023.5,022,691,+034.2,010,12.5,0,00000
2017-08-25 15:00:00,+000013,+000016,+16.6,00.0,000,+024.4,021,691,+035.5,009,12.5,0,00000
2017-08-25 16:00:00,+000015,+000018,+16.6,00.0,000,+024.2,021,691,+035.3,009,12.5,0,00000
2017-08-25 17:00:00,+000019,+000018,+16.6,00.0,000,+024.5,021,691,+035.2,009,12.5,0,00000
2017-08-25 18:00:00,+000010,+000008,+16.6,00.0,000,+024.6,020,691,+035.0,009,12.5,0,00000
2017-08-25 19:00:00,+000008,+000006,+16.7,00.0,000,+023.6,020,691,+033.8,009,12.5,0,00000
2017-08-25 20:00:00,+000011,+000016,+16.7,00.0,000,+021.8,024,691,+031.5,010,12.5,0,00000
2017-08-25 21:00:00,+000010,+000007,+16.7,00.0,000,+020.0,026,692,+028.8,012,12.5,0,00000
2017-08-25 22:00:00,+000005,+000010,+16.7,00.0,000,+017.9,031,692,+026.9,014,12.5,0,00000
2017-08-25 23:00:00,+000011,+000007,+16.7,00.0,000,+014.6,037,692,+024.2,015,12.5,0,00000
2017-08-26 00:00:00,+000008,+000015,+16.6,00.0,000,+013.4,039,693,+022.3,017,12.5,0,00000
2017-08-26 01:00:00,+000013,+000003,+16.7,00.0,000,+012.4,042,693,+021.0,019,12.4,0,00000
2017-08-26 02:00:00,+000001,+000005,+16.6,00.0,000,+011.5,044,693,+020.1,020,12.4,0,00000
2017-08-26 03:00:00,+000005,+000009,+16.6,00.0,000,+010.3,048,693,+019.0,021,12.4,0,00000
2017-08-26 04:00:00,+000008,+000010,+16.6,00.0,000,+009.2,053,693,+018.2,022,12.4,0,00000
2017-08-26 05:00:00,+000012,+000011,+16.6,00.0,000,+008.5,053,694,+017.3,023,12.4,0,00000
2017-08-26 06:00:00,+000008,+000000,+16.7,00.0,000,+007.8,056,694,+016.5,024,12.4,0,00000
2017-08-26 07:00:00,-000006,-000003,+16.6,00.0,000,+009.9,048,694,+017.1,024,12.4,0,00000
2017-08-26 08:00:00,+000005,+000006,+16.6,00.0,000,+012.4,042,695,+020.1,021,12.4,0,00000
2017-08-26 09:00:00,+000005,+000009,+16.6,00.0,000,+017.0,034,695,+024.1,018,12.5,0,00000
2017-08-26 10:00:00,+000010,+000012,+16.6,00.0,000,+021.4,025,695,+029.8,013,12.5,0,00000
2017-08-26 11:00:00,+000012,+000014,+16.6,00.0,000,+024.0,020,695,+034.0,010,12.5,0,00000
2017-08-26 12:00:00,+000009,+000005,+16.6,00.0,000,+025.9,018,695,+036.5,008,12.5,0,00000
2017-08-26 13:00:00,+000012,+000015,+16.6,00.0,000,+027.2,016,695,+038.7,007,12.5,0,00000
2017-08-26 14:00:00,+000005,+000003,+16.6,00.0,000,+028.1,014,695,+040.0,006,12.5,0,00000
2017-08-26 15:00:00,+000004,+000002,+16.6,00.0,000,+029.0,011,695,+040.4,005,12.5,0,00000
2017-08-26 16:00:00,+000007,+000014,+16.6,00.0,000,+029.6,011,695,+041.4,004,12.5,0,00000
2017-08-26 17:00:00,+000014,+000018,+16.7,00.0,000,+029.7,011,694,+041.6,004,12.5,0,00000
2017-08-26 18:00:00,+000018,+000017,+16.7,00.0,000,+029.3,010,694,+040.7,004,12.5,0,00000
2017-08-26 19:00:00,+000014,+000010,+16.7,00.0,000,+028.4,010,694,+039.3,004,12.5,0,00000
2017-08-26 20:00:00,+000008,+000015,+16.7,00.0,000,+025.8,012,694,+036.3,005,12.5,0,00000
2017-08-26 21:00:00,+000013,+000006,+16.7,00.0,000,+023.8,014,694,+032.9,006,12.5,0,00000
2017-08-26 22:00:00,+000010,+000018,+16.7,00.0,000,+020.4,019,694,+030.2,008,12.5,0,00000
2017-08-26 23:00:00,+000017,+000019,+16.7,00.0,000,+017.5,022,694,+027.5,009,12.5,0,00000
2017-08-27 00:00:00,+000015,+000013,+16.7,00.0,000,+017.0,023,694,+025.6,010,12.5,0,00000
2017-08-27 01:00:00,+000011,+000014,+16.6,00.0,000,+014.7,029,694,+024.0,012,12.5,0,00000
2017-08-27 02:00:00,+000013,+000016,+16.6,00.0,000,+013.9,030,694,+022.6,014,12.5,0,00000
2017-08-27 03:00:00,+000015,+000012,+16.7,00.0,000,+012.8,033,694,+021.4,015,12.4,0,00000
2017-08-27 04:00:00,+000011,+000010,+16.6,00.0,000,+013.9,028,694,+021.4,014,12.4,0,00000
2017-08-27 05:00:00,+000007,+000006,+16.6,00.0,000,+014.1,028,695,+021.6,014,12.4,0,00000
2017-08-27 06:00:00,+000005,+000008,+16.6,00.0,000,+014.0,030,695,+021.8,015,12.4,0,00000
2017-08-27 07:00:00,+000009,+000000,+16.6,00.0,000,+014.2,031,695,+021.8,015,12.4,0,00000
2017-08-27 08:00:00,-000002,+000004,+16.6,00.0,000,+016.6,029,695,+023.9,015,12.5,0,00000
2017-08-27 09:00:00,+000002,+000005,+16.6,00.0,000,+021.0,024,695,+027.8,013,12.5,0,00000
2017-08-27 10:00:00,+000014,+000018,+16.6,00.0,000,+024.3,019,695,+031.9,010,12.5,0,00000
2017-08-27 11:00:00,+000014,+000016,+16.6,00.0,000,+026.2,016,695,+034.3,008,12.5,0,00000
2017-08-27 12:00:00,+000012,+000011,+16.6,00.0,000,+029.1,013,694,+037.5,006,12.5,0,00000
2017-08-27 13:00:00,+000016,+000020,+16.6,00.0,000,+031.2,011,694,+041.4,005,12.5,0,00000
2017-08-27 14:00:00,+000015,+000014,+16.7,00.0,000,+032.5,010,694,+043.2,004,12.5,0,00000
2017-08-27 15:00:00,+000014,+000016,+16.7,00.0,000,+033.1,010,693,+044.2,004,12.5,0,00000
2017-08-27 16:00:00,+000014,+000013,+16.6,00.0,000,+033.7,010,693,+045.2,004,12.5,0,00000
2017-08-27 17:00:00,+000011,+000010,+16.7,00.0,000,+033.3,011,692,+044.8,004,12.5,0,00000
2017-08-27 18:00:00,+000009,+000011,+16.7,00.0,000,+032.5,011,692,+043.5,004,12.5,0,00000
2017-08-27 19:00:00,+000011,+000012,+16.6,00.0,000,+031.1,012,692,+041.8,005,12.5,0,00000
2017-08-27 20:00:00,+000016,+000017,+16.7,00.0,000,+028.2,016,692,+038.6,006,12.5,0,00000
2017-08-27 21:00:00,+000010,+000007,+16.7,00.0,000,+025.1,020,692,+035.2,008,12.5,0,00000
2017-08-27 22:00:00,+000005,+000004,+16.7,00.0,000,+022.6,022,692,+032.1,010,12.5,0,00000
2017-08-27 23:00:00,+000005,+000011,+16.6,00.0,000,+020.5,024,692,+029.8,011,12.5,0,00000
2017-08-28 00:00:00,+000015,+000018,+16.7,00.0,000,+018.9,029,692,+027.7,013,12.5,0,00000
2017-08-28 01:00:00,+000012,+000015,+16.6,00.0,000,+017.7,031,692,+026.5,014,12.5,0,00000
2017-08-28 02:00:00,+000019,+000021,+16.6,00.0,000,+016.5,033,692,+025.4,015,12.5,0,00000
2017-08-28 03:00:00,+000017,+000008,+16.6,00.0,000,+015.5,035,692,+024.2,016,12.5,0,00000
2017-08-28 04:00:00,+000008,+000018,+16.6,00.0,000,+014.8,037,692,+023.3,017,12.5,0,00000
2017-08-28 05:00:00,+000018,+000020,+16.6,00.0,000,+014.6,036,692,+022.7,017,12.5,0,00000
2017-08-28 06:00:00,+000016,+000011,+16.6,00.0,000,+014.5,036,692,+022.5,017,12.5,0,00000
2017-08-28 07:00:00,+000013,+000018,+16.6,00.0,000,+015.5,036,692,+022.8,018,12.5,0,00000
2017-08-28 08:00:00,+000016,+000013,+16.6,00.0,000,+018.2,032,693,+025.1,017,12.5,0,00000
2017-08-28 09:00:00,+000019,+000033,+16.6,00.0,000,+022.0,027,693,+029.0,014,12.5,0,00000
2017-08-28 10:00:00,+000031,+000036,+16.6,00.0,000,+023.0,026,693,+031.1,012,12.5,0,00000
2017-08-28 11:00:00,+000047,+000059,+16.6,00.0,000,+023.3,026,692,+031.2,012,12.5,0,00000
2017-08-28 12:00:00,+000053,+000057,+16.6,00.0,000,+024.6,024,692,+032.2,012,12.5,0,00000
2017-08-28 13:00:00,+000058,+000066,+16.6,00.0,000,+026.2,021,691,+033.2,011,12.5,0,00000
2017-08-28 14:00:00,+000062,+000071,+16.6,00.0,000,+030.3,017,691,+036.8,009,12.5,0,00000
2017-08-28 15:00:00,+000073,+000075,+16.6,00.0,000,+031.0,016,691,+038.9,008,12.5,0,00000
2017-08-28 16:00:00,+000061,+000063,+16.6,00.0,000,+033.0,015,690,+041.2,007,12.5,0,00000
2017-08-28 17:00:00,+000057,+000053,+16.6,00.0,000,+033.9,014,690,+042.5,007,12.5,0,00000
2017-08-28 18:00:00,+000044,+000051,+16.6,00.0,000,+033.5,014,689,+042.3,006,12.5,0,00000
2017-08-28 19:00:00,+000049,+000050,+16.6,00.0,000,+032.1,016,689,+041.2,007,12.5,0,00000
2017-08-28 20:00:00,+000043,+000045,+16.7,00.0,000,+029.2,019,689,+038.9,008,12.5,0,00000
2017-08-28 21:00:00,+000049,+000059,+16.6,00.0,000,+027.3,023,689,+036.4,010,12.5,0,00000
2017-08-28 22:00:00,+000051,+000049,+16.6,00.0,000,+026.0,026,689,+034.6,012,12.5,0,00000
2017-08-28 23:00:00,+000043,+000040,+16.6,00.0,000,+025.0,028,689,+033.4,013,12.5,0,00000
2017-08-29 00:00:00,+000040,+000048,+16.6,00.0,000,+024.0,030,689,+032.7,013,12.5,0,00000
2017-08-29 01:00:00,+000044,+000046,+16.6,00.0,000,+022.4,033,690,+031.3,014,12.5,0,00000
2017-08-29 02:00:00,+000039,+000036,+16.6,00.0,000,+021.5,035,690,+030.2,015,12.5,0,00000
2017-08-29 03:00:00,+000034,+000036,+16.6,00.0,000,+020.5,037,690,+029.2,016,12.5,0,00000
2017-08-29 04:00:00,+000031,+000032,+16.6,00.0,000,+019.3,040,690,+028.2,017,12.5,0,00000
2017-08-29 05:00:00,+000025,+000024,+16.6,00.0,000,+018.8,041,690,+027.2,019,12.5,0,00000
2017-08-29 06:00:00,+000025,+000032,+16.6,00.0,000,+019.3,042,690,+027.2,019,12.5,0,00000
2017-08-29 07:00:00,+000032,+000030,+16.6,00.0,000,+019.5,042,690,+027.4,020,12.5,0,00000
2017-08-29 08:00:00,+000029,+000038,+16.6,00.0,000,+021.1,040,690,+028.6,019,12.5,0,00000
2017-08-29 09:00:00,+000039,+000040,+16.6,00.0,000,+024.5,033,690,+031.7,017,12.5,0,00000
2017-08-29 10:00:00,+000045,+000068,+16.6,00.0,000,+028.1,026,690,+035.4,013,12.5,0,00000
2017-08-29 11:00:00,+000066,+000071,+16.6,00.0,000,+030.3,022,690,+038.1,011,12.5,0,00000
2017-08-29 12:00:00,+000063,+000064,+16.6,00.0,000,+032.7,019,689,+040.8,009,12.5,0,00000
2017-08-29 13:00:00,+000058,+000063,+16.6,00.0,000,+035.1,016,689,+043.9,007,12.5,0,00000
2017-08-29 14:00:00,+000059,+000054,+16.6,00.0,000,+035.2,015,689,+044.9,006,12.5,0,00000
2017-08-29 15:00:00,+000047,+000045,+16.6,00.0,000,+037.9,012,688,+047.4,005,12.5,0,00000
2017-08-29 16:00:00,+000030,+000033,+16.6,00.0,000,+038.4,012,688,+048.9,005,12.5,0,00000
2017-08-29 17:00:00,+000035,+000029,+16.6,00.0,000,+037.9,012,687,+048.3,005,12.5,0,00000
2017-08-29 18:00:00,+000021,+000017,+16.7,00.0,000,+035.1,016,687,+044.5,007,12.5,0,00000
2017-08-29 19:00:00,+000022,+000028,+16.7,00.0,000,+033.1,018,687,+041.2,008,12.5,0,00000
2017-08-29 20:00:00,+000021,+000018,+16.7,00.0,000,+030.7,020,687,+038.9,009,12.5,0,00000
2017-08-29 21:00:00,+000017,+000020,+16.7,00.0,000,+029.0,022,688,+037.4,010,12.5,0,00000
2017-08-29 22:00:00,+000020,+000021,+16.7,00.0,000,+027.0,025,688,+036.2,011,12.5,0,00000
2017-08-29 23:00:00,+000022,+000022,+16.7,00.0,000,+024.9,028,688,+034.6,012,12.5,0,00000
2017-08-30 00:00:00,+000020,+000021,+16.7,00.0,000,+023.2,032,688,+032.7,013,12.5,0,00000
2017-08-30 01:00:00,+000022,+000029,+16.7,00.0,000,+021.7,035,688,+031.1,015,12.5,0,00000
2017-08-30 02:00:00,+000024,+000027,+16.6,00.0,000,+020.7,035,688,+029.8,015,12.5,0,00000
2017-08-30 03:00:00,+000027,+000025,+16.6,00.0,000,+019.3,039,688,+028.4,017,12.5,0,00000
2017-08-30 04:00:00,+000022,+000028,+16.6,00.0,000,+019.3,040,688,+027.6,018,12.5,0,00000
2017-08-30 05:00:00,+000025,+000024,+16.7,00.0,000,+018.4,043,688,+027.0,019,12.5,0,00000
2017-08-30 06:00:00,+000027,+000031,+16.6,00.0,000,+018.9,042,688,+027.0,019,12.5,0,00000
2017-08-30 07:00:00,+000027,+000025,+16.7,00.0,000,+016.9,047,688,+025.8,020,12.5,0,00000
2017-08-30 08:00:00,+000019,+000018,+16.6,00.0,000,+019.0,042,689,+026.7,020,12.5,0,00000
2017-08-30 09:00:00,+000021,+000024,+16.6,00.0,000,+022.6,036,689,+030.7,017,12.5,0,00000
2017-08-30 10:00:00,+000027,+000034,+16.6,00.0,000,+026.7,027,689,+036.0,013,12.5,0,00000
2017-08-30 11:00:00,+000036,+000044,+16.6,00.0,000,+027.9,023,689,+038.7,010,12.5,0,00000
2017-08-30 12:00:00,+000035,+000037,+16.6,00.0,000,+029.6,020,689,+040.8,008,12.5,0,00000
2017-08-30 13:00:00,+000038,+000042,+16.6,00.0,000,+030.1,020,689,+041.4,008,12.5,0,00000
2017-08-30 14:00:00,+000039,+000040,+16.6,00.0,000,+030.7,018,689,+041.2,008,12.5,0,00000
2017-08-30 15:00:00,+000035,+000035,+16.6,00.0,000,+031.4,017,688,+041.6,007,12.5,0,00000
2017-08-30 16:00:00,+000025,+000021,+16.6,00.0,000,+031.8,014,688,+042.0,006,12.5,0,00000
2017-08-30 17:00:00,+000016,+000010,+16.7,00.0,000,+031.0,015,688,+041.0,006,12.5,0,00000
2017-08-30 18:00:00,+000010,+000012,+16.7,00.0,000,+030.0,016,688,+039.4,007,12.5,0,00000
2017-08-30 19:00:00,+000013,+000015,+16.7,00.0,000,+028.8,016,689,+037.8,007,12.5,0,00000
2017-08-30 20:00:00,+000014,+000020,+16.7,00.0,000,+026.7,020,689,+036.2,008,12.5,0,00000
2017-08-30 21:00:00,+000021,+000023,+16.7,00.0,000,+024.1,028,689,+033.5,012,12.5,0,00000
2017-08-30 22:00:00,+000016,+000009,+16.7,00.0,000,+023.5,023,689,+031.9,011,12.5,0,00000
2017-08-30 23:00:00,+000005,+000005,+16.7,00.0,000,+022.7,020,689,+031.0,010,12.5,0,00000
2017-08-31 00:00:00,+000003,+000001,+16.6,00.0,000,+021.5,023,690,+029.7,011,12.5,0,00000
2017-08-31 01:00:00,-000000,+000007,+16.6,00.0,000,+020.4,036,690,+028.4,017,12.5,0,00000
2017-08-31 02:00:00,+000009,+000004,+16.7,00.0,000,+019.3,040,690,+027.4,018,12.5,0,00000
2017-08-31 03:00:00,+000004,+000007,+16.7,00.0,000,+018.5,043,691,+026.6,020,12.5,0,00000
2017-08-31 04:00:00,+000007,+000010,+16.7,00.0,000,+017.6,047,691,+025.6,021,12.5,0,00000
2017-08-31 05:00:00,+000010,+000013,+16.7,00.0,000,+016.7,050,691,+024.8,022,12.5,0,00000
2017-08-31 06:00:00,+000014,+000013,+16.6,00.0,000,+016.1,052,692,+024.2,023,12.5,0,00000
2017-08-31 07:00:00,+000009,+000006,+16.7,00.0,000,+015.8,055,692,+023.6,025,12.5,0,00000
2017-08-31 08:00:00,+000004,+000001,+16.6,00.0,000,+016.5,052,692,+024.2,024,12.5,0,00000
2017-08-31 09:00:00,+000001,+000004,+16.6,00.0,000,+018.2,047,692,+026.3,022,12.5,0,00000
2017-08-31 10:00:00,+000004,+000005,+16.6,00.0,000,+019.8,044,693,+027.9,020,12.5,0,00000
2017-08-31 11:00:00,+000010,+000020,+16.6,00.0,000,+021.4,041,693,+030.1,019,12.5,0,00000
2017-08-31 12:00:00,+000020,+000021,+16.6,00.0,000,+022.7,037,693,+031.9,017,12.5,0,00000
2017-08-31 13:00:00,+000021,+000024,+16.6,00.0,000,+023.8,034,693,+033.0,015,12.5,0,00000
2017-08-31 14:00:00,+000017,+000012,+16.6,00.0,000,+024.4,032,693,+033.5,014,12.5,0,00000
2017-08-31 15:00:00,+000013,+000012,+16.6,00.0,000,+024.8,030,693,+034.0,014,12.5,0,00000
2017-08-31 16:00:00,+000010,+000015,+16.6,00.0,000,+025.1,030,692,+034.3,013,12.5,0,00000
2017-08-31 17:00:00,+000014,+000013,+16.6,00.0,000,+025.2,029,692,+034.4,013,12.5,0,00000
2017-08-31 18:00:00,+000014,+000017,+16.7,00.0,000,+025.1,029,692,+034.1,013,12.5,0,00000
2017-08-31 19:00:00,+000015,+000015,+16.7,00.0,000,+024.4,030,692,+033.5,013,12.5,0,00000
2017-08-31 20:00:00,+000014,+000019,+16.7,00.0,000,+022.9,033,692,+031.8,015,12.5,0,00000
2017-08-31 21:00:00,+000014,+000011,+16.7,00.0,000,+021.6,036,693,+030.1,016,12.5,0,00000
2017-08-31 22:00:00,+000018,+000024,+16.7,00.0,000,+020.3,039,693,+028.7,017,12.5,0,00000
2017-08-31 23:00:00,+000016,+000015,+16.6,00.0,000,+018.8,043,693,+027.6,019,12.5,0,00000
2017-09-01 00:00:00,+000017,+000021,+16.6,00.0,000,+017.0,047,693,+025.9,020,12.5,0,00000
2017-09-01 01:00:00,+000017,+000018,+16.7,00.0,000,+016.4,049,694,+024.6,022,12.5,0,00000
2017-09-01 02:00:00,+000019,+000020,+16.6,00.0,000,+015.6,052,694,+023.8,023,12.5,0,00000
2017-09-01 03:00:00,+000020,+000022,+16.6,00.0,000,+014.3,056,694,+023.0,024,12.5,0,00000
2017-09-01 04:00:00,+000017,+000015,+16.6,00.0,000,+014.1,056,694,+022.1,025,12.4,0,00000
2017-09-01 05:00:00,+000015,+000017,+16.6,00.0,000,+014.3,056,694,+022.0,026,12.4,0,00000
2017-09-01 06:00:00,+000016,+000013,+16.6,00.0,000,+014.4,056,694,+022.2,026,12.4,0,00000
2017-09-01 07:00:00,+000013,+000018,+16.6,00.0,000,+014.3,056,694,+022.0,026,12.4,0,00000
2017-09-01 08:00:00,+000018,+000021,+16.6,00.0,000,+016.1,051,695,+023.5,025,12.5,0,00000
2017-09-01 09:00:00,+000016,+000014,+16.6,00.0,000,+020.0,040,695,+026.8,020,12.5,0,00000
2017-09-01 10:00:00,+000011,+000007,+16.6,00.0,000,+022.8,032,695,+030.4,016,12.5,0,00000
2017-09-01 11:00:00,+000014,+000021,+16.6,00.0,000,+025.3,025,695,+034.0,012,12.5,0,00000
2017-09-01 12:00:00,+000021,+000026,+16.6,00.0,000,+027.4,022,695,+037.4,010,12.5,0,00000
2017-09-01 13:00:00,+000020,+000018,+16.6,00.0,000,+028.5,018,694,+039.2,008,12.5,0,00000
2017-09-01 14:00:00,+000016,+000018,+16.6,00.0,000,+029.7,016,694,+040.5,007,12.5,0,00000
2017-09-01 15:00:00,+000014,+000014,+16.6,00.0,000,+030.7,014,694,+041.5,006,12.5,0,00000
2017-09-01 16:00:00,+000013,+000019,+16.6,00.0,000,+031.4,013,693,+042.5,005,12.5,0,00000
2017-09-01 17:00:00,+000018,+000012,+16.6,00.0,000,+031.5,011,693,+042.8,004,12.5,0,00000
2017-09-01 18:00:00,+000010,+000011,+16.7,00.0,000,+031.2,011,693,+042.3,004,12.5,0,00000
2017-09-01 19:00:00,+000011,+000014,+16.7,00.0,000,+030.2,012,692,+041.1,005,12.5,0,00000
2017-09-01 20:00:00,+000014,+000013,+16.7,00.0,000,+026.9,018,692,+038.5,007,12.5,0,00000
2017-09-01 21:00:00,+000013,+000014,+16.7,00.0,000,+024.4,019,692,+034.8,008,12.5,0,00000
2017-09-01 22:00:00,+000014,+000019,+16.7,00.0,000,+022.3,021,693,+031.6,009,12.5,0,00000
2017-09-01 23:00:00,+000016,+000022,+16.7,00.0,000,+020.3,023,693,+029.5,010,12.5,0,00000
2017-09-02 00:00:00,+000019,+000013,+16.7,00.0,000,+019.2,026,693,+027.7,012,12.5,0,00000
2017-09-02 01:00:00,+000013,+000012,+16.7,00.0,000,+018.2,028,693,+026.7,013,12.5,0,00000
2017-09-02 02:00:00,+000012,+000010,+16.7,00.0,000,+018.0,029,692,+026.0,014,12.5,0,00000
2017-09-02 03:00:00,+000011,+000016,+16.6,00.0,000,+017.8,031,692,+025.8,015,12.5,0,00000
2017-09-02 04:00:00,+000014,+000012,+16.6,00.0,000,+017.8,033,692,+025.6,016,12.5,0,00000
2017-09-02 05:00:00,+000007,+000011,+16.7,00.0,000,+017.4,036,692,+025.2,017,12.5,0,00000
2017-09-02 06:00:00,+000011,+000013,+16.6,00.0,000,+017.6,038,692,+025.1,018,12.5,0,00000
2017-09-02 07:00:00,+000014,+000013,+16.6,00.0,000,+018.0,039,693,+025.4,019,12.5,0,00000
2017-09-02 08:00:00,+000014,+000020,+16.6,00.0,000,+019.3,038,693,+026.9,018,12.5,0,00000
2017-09-02 09:00:00,+000020,+000020,+16.6,00.0,000,+022.9,032,693,+030.1,016,12.5,0,00000
2017-09-02 10:00:00,+000025,+000033,+16.6,00.0,000,+025.2,027,693,+032.7,014,12.5,0,00000
2017-09-02 11:00:00,+000029,+000029,+16.6,00.0,000,+027.6,023,692,+034.9,012,12.5,0,00000
2017-09-02 12:00:00,+000025,+000026,+16.6,00.0,000,+030.5,019,692,+038.4,009,12.5,0,00000
2017-09-02 13:00:00,+000021,+000021,+16.6,00.0,000,+032.5,016,692,+041.6,008,12.5,0,00000
2017-09-02 14:00:00,+000021,+000027,+16.6,00.0,000,+034.4,014,692,+044.4,006,12.5,0,00000
2017-09-02 15:00:00,+000030,+000028,+16.6,00.0,000,+035.2,013,691,+046.2,005,12.5,0,00000
2017-09-02 16:00:00,+000018,+000018,+16.6,00.0,000,+035.0,012,691,+045.3,005,12.5,0,00000
2017-09-02 17:00:00,+000017,+000015,+16.6,00.0,000,+034.7,013,691,+044.6,005,12.5,0,00000
2017-09-02 18:00:00,+000011,+000012,+16.7,00.0,000,+033.7,014,690,+043.4,006,12.5,0,00000
2017-09-02 19:00:00,+000011,+000014,+16.7,00.0,000,+032.6,016,690,+042.1,007,12.5,0,00000
2017-09-02 20:00:00,+000016,+000012,+16.7,00.0,000,+029.9,018,690,+039.7,008,12.5,0,00000
2017-09-02 21:00:00,+000011,+000010,+16.7,00.0,000,+028.3,018,690,+036.8,008,12.5,0,00000
2017-09-02 22:00:00,+000010,+000015,+16.7,00.0,000,+026.0,021,691,+035.0,009,12.5,0,00000
2017-09-02 23:00:00,+000013,+000014,+16.7,00.0,000,+022.5,026,691,+032.2,011,12.5,0,00000
2017-09-03 00:00:00,+000020,+000025,+16.7,00.0,000,+020.7,030,691,+029.8,013,12.5,0,00000
2017-09-03 01:00:00,+000019,+000019,+16.7,00.0,000,+019.0,034,691,+028.0,015,12.5,0,00000
